year_x,municip_name,species,municip_code,month,year_offset,colonies_amount_x,food_fruit_x,food_apple_x,food_txakoli_x,food_kiwi_x,food_pear_x,food_blueberry_x,food_raspberry_x,station_code_x,colonies_amount_y,food_fruit_y,food_apple_y,food_txakoli_y,food_kiwi_y,food_pear_y,food_blueberry_y,food_raspberry_y,colonies_amount_x,food_fruit_x,food_apple_x,food_txakoli_x,food_kiwi_x,food_pear_x,food_blueberry_x,food_raspberry_x,station_code_y,colonies_amount_y,food_fruit_y,food_apple_y,food_txakoli_y,food_kiwi_y,food_pear_y,food_blueberry_y,food_raspberry_y,station_code,codigo,freez,hum,lev_max,lev_mid,lev_min,rain,rain_1mm,rain_cum,rain_max_10,rain_max_day,sun,temp_avg,temp_max_abs,temp_max_avg,temp_min_abs,wind_avg,wind_max,wind_max_avg,population
2020,Abadi̱o,Vespa Velutina,48001,1,2019,160.0,,0.0,0.0,0.0,0.0,0.0,0.0,C0B7,160.0,,,,,,,,160.0,,,0.0,0.0,0.0,0.0,0.0,C0B7,160.0,,,,,,,,C0B7,C0B7,0.9166666666666666,77.1,1.294,0.22716666666666666,0.071,16.416666666666668,11.666666666666664,132.5,8.4,90.9,12.516131022057044,13.341666666666667,39.7,26.6,3.4,10.741491092064635,75.76493585006008,40.237986748445074,7.6579999999999995
2020,Abanto y Ci̩rvana-Abanto Zierbena,Vespa Velutina,48002,1,2019,161.0,,0.0,0.0,0.0,0.0,0.0,0.0,C061,161.0,,,,,,,,161.0,,,0.0,0.0,0.0,0.0,0.0,C061,161.0,,,,,,,,C061,C061,0.16666666666666666,80.8,0.9804639238370888,0.3448122145572399,0.1877317872170816,15.416666666666664,11.25,100.19166666666666,7.6,51.6,12.506406452323187,14.412869813861306,39.8,24.9,5.0,12.2,117.7,69.7,9.471
2020,Ajangiz,Vespa Velutina,48911,1,2019,,17.0,1.0,3.0,15.0,0.0,0.0,0.0,C063,,17.0,1.0,3.0,15.0,0.0,0.0,0.0,,17.0,1.0,3.0,15.0,0.0,0.0,0.0,C063,,17.0,1.0,3.0,15.0,0.0,0.0,0.0,C063,C063,1.3333333333333333,79.83333333333333,1.6219999999999999,0.24274999999999994,0.036000000000000004,16.0,11.416666666666664,140.03333333333333,6.8,72.3,12.527297716737039,13.81666666666667,40.2,26.5,2.5,10.935154875974419,75.61364739058294,40.304712276719954,464.0
2020,Alonsotegi,Vespa Velutina,48912,1,2019,200.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,C0C4,200.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,200.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,C0C4,200.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,C0C4,C0C4,1.0075710770553412,80.0185091069202,1.8630000000000002,0.3426666666666667,0.0,15.18199863407346,11.221666347426405,110.58534650660931,3.4289565208195545,29.828186386866108,12.544779780343195,12.969818421807046,26.72288121192382,18.224141141235187,8.39614702359015,11.086671896789058,74.898141424968,40.18360993341509,2.8789999999999996
2020,Amorebieta-Etxano,Vespa Velutina,48003,1,2019,267.0,,0.0,0.0,0.0,0.0,0.0,0.0,C079,267.0,,,,,,,,267.0,,,0.0,0.0,0.0,0.0,0.0,C079,267.0,,,,,,,,C079,C079,0.75,77.425,3.845,0.44125,0.195,15.5,11.916666666666664,126.36666666666666,7.7,84.4,12.523053377225931,13.466666666666667,39.3,25.9,3.2,10.742568424701616,75.63530050907734,40.20375847129639,19.529
2020,Amoroto,Vespa Velutina,48004,1,2019,,,0.0,0.0,0.0,0.0,0.0,0.0,C0BA,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,C0BA,,,,,,,,,C0BA,C0BA,0.16666666666666666,81.51666666666667,2.226,0.25,0.10400000000000001,14.5,11.416666666666664,117.4,7.2,46.5,12.545825701429164,14.833333333333336,40.2,26.1,4.7,11.265566670214687,76.14657314463048,40.391226696657405,416.0
2020,Arakaldo,Vespa Velutina,48005,1,2019,,,0.0,0.0,0.0,0.0,0.0,0.0,C032,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,C032,,,,,,,,,C032,C032,1.1666666666666667,77.05833333333334,1.265,0.27125,0.094,15.0,10.5,99.9,8.1,50.5,12.57019367699651,13.624999999999998,40.7,27.5,3.1,4.758333333333334,82.4,34.6,165.0
2020,Arantzazu,Vespa Velutina,48006,1,2019,,,0.0,0.0,0.0,0.0,0.0,0.0,C033,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,C033,,,,,,,,,C033,C033,0.9166666666666666,78.26736478644737,0.9848924400220112,0.3399263976253875,0.165145090347637,15.833333333333336,12.333333333333336,125.325,8.0,55.2,12.543114793329599,14.066666666666668,40.2,27.6,3.6,7.466666666666666,97.9,41.8,408.0
2020,Areatza,Vespa Velutina,48093,1,2019,35.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,C033,35.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,C033,35.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,C033,C033,0.9166666666666666,78.26736478644737,0.9848924400220112,0.3399263976253875,0.165145090347637,15.833333333333336,12.333333333333336,125.325,8.0,55.2,12.543114793329599,14.066666666666668,40.2,27.6,3.6,7.466666666666666,97.9,41.8,1.216
2020,Arrankudiaga,Vespa Velutina,48009,1,2019,,275.0,50.0,63.0,19.0,4.0,3.0,0.0,C032,,275.0,50.0,63.0,19.0,4.0,3.0,0.0,,275.0,50.0,63.0,19.0,4.0,3.0,0.0,C032,,275.0,50.0,63.0,19.0,4.0,3.0,0.0,C032,C032,1.1666666666666667,77.05833333333334,1.265,0.27125,0.094,15.0,10.5,99.9,8.1,50.5,12.57019367699651,13.624999999999998,40.7,27.5,3.1,4.758333333333334,82.4,34.6,965.0
2020,Arratzu,Vespa Velutina,48914,1,2019,,24.0,1.0,3.0,44.0,0.0,0.0,0.0,C002,,24.0,1.0,3.0,44.0,0.0,0.0,0.0,,24.0,1.0,3.0,44.0,0.0,0.0,0.0,C002,,24.0,1.0,3.0,44.0,0.0,0.0,0.0,C002,C002,0.6666666666666666,80.34166666666668,1.1938361568214588,0.3251737984199204,0.1787833884841928,15.583333333333336,11.166666666666664,125.72500000000002,9.5,66.6,12.808333333333332,14.333333333333336,39.4,26.1,4.3,5.075,117.7,42.0,413.0
2020,Arrieta,Vespa Velutina,48010,1,2019,,22.0,0.0,0.0,1.0,0.0,0.0,0.0,C057,,22.0,0.0,0.0,1.0,0.0,0.0,0.0,,22.0,0.0,0.0,1.0,0.0,0.0,0.0,C057,,22.0,0.0,0.0,1.0,0.0,0.0,0.0,C057,C057,0.5,80.29166666666667,10.354000000000001,0.9042775025271508,0.1808721780469596,16.166666666666668,12.0,123.625,9.5,46.7,12.549999999999995,14.708333333333336,40.2,26.1,4.5,7.3583333333333325,118.8,52.1,580.0
2020,Arrigorriaga,Vespa Velutina,48011,1,2019,,13.0,0.0,3.0,0.0,0.0,0.0,0.0,C037,,13.0,0.0,3.0,0.0,0.0,0.0,0.0,,13.0,0.0,3.0,0.0,0.0,0.0,0.0,C037,,13.0,0.0,3.0,0.0,0.0,0.0,0.0,C037,C037,0.055985262500775616,75.86742630753108,1.07579382279052,0.3357440629387847,0.1777566123024441,15.5,11.916666666666664,114.68333333333334,6.3,61.3,12.733333333333333,14.476180340698425,39.2,26.2,5.6,9.700418650548537,105.8,54.1,12.225
2020,Artea,Vespa Velutina,48023,1,2019,680.0,12.0,2.0,3.0,0.0,0.0,0.0,0.0,C033,680.0,12.0,2.0,3.0,0.0,0.0,0.0,0.0,680.0,12.0,2.0,3.0,0.0,0.0,0.0,0.0,C033,680.0,12.0,2.0,3.0,0.0,0.0,0.0,0.0,C033,C033,0.9166666666666666,78.26736478644737,0.9848924400220112,0.3399263976253875,0.165145090347637,15.833333333333336,12.333333333333336,125.325,8.0,55.2,12.543114793329599,14.066666666666668,40.2,27.6,3.6,7.466666666666666,97.9,41.8,733.0
2020,Artzentales,Vespa Velutina,48008,1,2019,450.0,,0.0,0.0,0.0,0.0,0.0,0.0,C045,450.0,,,,,,,,450.0,,,0.0,0.0,0.0,0.0,0.0,C045,450.0,,,,,,,,C045,C045,0.3333333333333333,86.875,0.9824246587122708,0.3284092200691682,0.1840638622543328,15.083333333333336,11.166666666666664,105.625,4.3,62.8,12.355451655057312,11.541666666666664,35.6,23.7,2.7,21.125,149.0,79.7,699.0
2020,Atxondo,Vespa Velutina,48091,1,2019,30.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,C022,30.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,C022,30.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,C022,C022,2.25,85.53333333333335,1.1750396380928132,0.34155345455554564,0.1775261436509595,17.0,12.5,146.75833333333338,6.7,78.8,12.391666666666673,10.1,34.5,22.5,1.2,8.916666666666668,107.6,46.1,1.335
2020,Aulesti,Vespa Velutina,48070,1,2019,,45.0,28.0,0.0,1.0,1.0,0.0,0.0,C0BD,,45.0,28.0,0.0,1.0,1.0,0.0,0.0,,45.0,28.0,0.0,1.0,1.0,0.0,0.0,C0BD,,45.0,28.0,0.0,1.0,1.0,0.0,0.0,C0BD,C0BD,1.0833333333333333,82.24166666666667,1.485,0.21916666666666665,0.107,16.0,11.583333333333336,141.33333333333334,4.0,63.1,12.542172848468239,13.166666666666664,39.5,25.5,2.9,11.103342974762214,76.75939166611364,40.309510153413974,657.0
2020,Bakio,Vespa Velutina,48012,1,2019,30.0,19.0,0.0,107.0,0.0,0.0,0.0,0.0,C019,30.0,19.0,0.0,107.0,0.0,0.0,0.0,0.0,30.0,19.0,0.0,107.0,0.0,0.0,0.0,0.0,C019,30.0,19.0,0.0,107.0,0.0,0.0,0.0,0.0,C019,C019,0.0,81.14166666666667,1.0591856448888304,0.3128449316925888,0.1756425170064362,16.25,12.166666666666664,115.075,9.4,88.7,12.125,13.625,36.0,24.0,4.4,28.0,168.8,92.9,2.676
2020,Balmaseda,Vespa Velutina,48090,1,2019,244.0,15.0,0.0,27.0,0.0,0.0,0.0,0.0,C0C2,244.0,15.0,0.0,27.0,0.0,0.0,0.0,0.0,244.0,15.0,0.0,27.0,0.0,0.0,0.0,0.0,C0C2,244.0,15.0,0.0,27.0,0.0,0.0,0.0,0.0,C0C2,C0C2,2.0,79.5183325926717,2.256,0.3345833333333333,0.23600000000000002,13.833333333333336,9.166666666666666,103.49166666666666,5.8,64.7,12.540850363796272,13.016666666666667,39.4,27.0,1.6,10.899079451046081,77.4005405491787,40.20266860380167,7.722
2020,Barakaldo,Vespa Velutina,48013,1,2019,,9.0,0.0,9.0,0.0,0.0,0.0,0.0,C039,,9.0,0.0,9.0,0.0,0.0,0.0,0.0,,9.0,0.0,9.0,0.0,0.0,0.0,0.0,C039,,9.0,0.0,9.0,0.0,0.0,0.0,0.0,C039,C039,0.16666666666666666,71.175,1.1306656886273991,0.3265841034829288,0.1761671826658459,14.0,10.583333333333334,88.35833333333332,5.5,38.0,12.791666666666664,15.04166666666667,39.7,25.3,5.2,11.791666666666664,103.0,55.4,101.486
2020,Barrika,Vespa Velutina,48014,1,2019,,4.0,0.0,21.0,0.0,0.0,0.0,0.0,C042,,4.0,0.0,21.0,0.0,0.0,0.0,0.0,,4.0,0.0,21.0,0.0,0.0,0.0,0.0,C042,,4.0,0.0,21.0,0.0,0.0,0.0,0.0,C042,C042,0.0,78.9394237185242,0.9766837025574024,0.32720691198062657,0.1795968754380544,14.416666666666664,10.333333333333334,80.59166666666665,6.1,34.0,12.44473858440599,14.925,39.1,23.8,6.6,17.908333333333335,146.9,72.5,1.5330000000000001
2020,Basauri,Vespa Velutina,48015,1,2019,,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C037,,0.0,0.0,0.0,19.0,0.0,0.0,0.0,,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C037,,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C037,C037,0.055985262500775616,75.86742630753108,1.07579382279052,0.3357440629387847,0.1777566123024441,15.5,11.916666666666664,114.68333333333334,6.3,61.3,12.733333333333333,14.476180340698425,39.2,26.2,5.6,9.700418650548537,105.8,54.1,40.847
2020,Bedia,Vespa Velutina,48092,1,2019,,5.0,1.0,0.0,0.0,0.0,0.0,0.0,C0B3,,5.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,1.0,0.0,0.0,0.0,0.0,0.0,C0B3,,5.0,1.0,0.0,0.0,0.0,0.0,0.0,C0B3,C0B3,1.0833333333333333,78.25833333333333,2.821,0.36775,0.086,14.666666666666664,12.083333333333336,118.11666666666666,4.7,62.3,12.523636858367533,13.658333333333333,39.4,27.1,3.3,10.845314763468682,75.78571339254287,40.193218131107294,1.061
2020,Berango,Vespa Velutina,48016,1,2019,,10.0,3.0,1.0,0.0,0.0,0.0,0.0,C042,,10.0,3.0,1.0,0.0,0.0,0.0,0.0,,10.0,3.0,1.0,0.0,0.0,0.0,0.0,C042,,10.0,3.0,1.0,0.0,0.0,0.0,0.0,C042,C042,0.0,78.9394237185242,0.9766837025574024,0.32720691198062657,0.1795968754380544,14.416666666666664,10.333333333333334,80.59166666666665,6.1,34.0,12.44473858440599,14.925,39.1,23.8,6.6,17.908333333333335,146.9,72.5,7.2170000000000005
2020,Bermeo,Vespa Velutina,48017,1,2019,260.0,74.0,0.0,0.0,2.0,1.0,0.0,0.0,C069,260.0,74.0,0.0,0.0,2.0,1.0,0.0,0.0,260.0,74.0,0.0,0.0,2.0,1.0,0.0,0.0,C069,260.0,74.0,0.0,0.0,2.0,1.0,0.0,0.0,C069,C069,0.0,84.23333333333333,1.0831862436382909,0.3347245123972867,0.1804842768992154,15.333333333333336,11.666666666666664,130.20000000000002,7.3,88.0,12.958333333333336,14.775,36.4,24.9,6.6,11.091666666666667,131.4,64.5,16.864
2020,Berriatua,Vespa Velutina,48018,1,2019,,37.0,9.0,4.0,1.0,1.0,0.0,0.0,C0BE,,37.0,9.0,4.0,1.0,1.0,0.0,0.0,,37.0,9.0,4.0,1.0,1.0,0.0,0.0,C0BE,,37.0,9.0,4.0,1.0,1.0,0.0,0.0,C0BE,C0BE,0.16666666666666666,84.85833333333333,1.655,0.2690833333333333,0.107,14.916666666666664,11.083333333333336,118.06666666666668,6.5,54.5,12.553768921329059,14.608333333333334,41.9,25.6,5.2,11.551846633357222,77.14960531720959,40.42037860116246,1.251
2020,Berriz,Vespa Velutina,48019,1,2019,,53.0,1.0,1.0,4.0,0.0,0.0,0.0,C036,,53.0,1.0,1.0,4.0,0.0,0.0,0.0,,53.0,1.0,1.0,4.0,0.0,0.0,0.0,C036,,53.0,1.0,1.0,4.0,0.0,0.0,0.0,C036,C036,0.5833333333333334,77.37500000000001,1.0972176432431715,0.3314236051811536,0.1795627215810889,15.083333333333336,11.0,124.76666666666664,6.9,65.1,12.866666666666665,13.816666666666665,40.1,26.7,3.1,8.766666666666666,101.2,47.0,4.58
2020,Busturia,Vespa Velutina,48021,1,2019,,37.0,1.0,2.0,0.0,4.0,1.0,0.0,C069,,37.0,1.0,2.0,0.0,4.0,1.0,0.0,,37.0,1.0,2.0,0.0,4.0,1.0,0.0,C069,,37.0,1.0,2.0,0.0,4.0,1.0,0.0,C069,C069,0.0,84.23333333333333,1.0831862436382909,0.3347245123972867,0.1804842768992154,15.333333333333336,11.666666666666664,130.20000000000002,7.3,88.0,12.958333333333336,14.775,36.4,24.9,6.6,11.091666666666667,131.4,64.5,1.632
